Incident Date,State,City Or County,# Killed,# Injured,Code
2015-11-08,Iowa,Des Moines,1,3,IA
2015-11-09,Indiana,Indianapolis,2,2,IN
2015-11-13,Florida,Jacksonville,4,1,FL
2015-11-14,Pennsylvania,Johnstown,0,4,PA
2015-11-15,Pennsylvania,Philadelphia,0,4,PA
2015-11-15,Texas,Tennessee Colony,5,0,TX
2015-11-16,Alabama,Cedar Bluff,3,1,AL
2015-11-18,California,Fresno,0,5,CA
2015-11-20,Pennsylvania,Pittsburgh,1,3,PA
2015-11-21,Maryland,Baltimore,1,3,MD
2015-11-22,Texas,Brownsville,0,4,TX
2015-11-22,New York,Newburgh,0,5,NY
2015-11-22,Washington,Seattle,0,4,WA
2015-11-22,Illinois,Chicago,0,4,IL
2015-11-22,South Carolina,North Charleston,1,3,SC
2015-11-22,Louisiana,New Orleans,0,17,LA
2015-11-23,Minnesota,Minneapolis,0,5,MN
2015-11-23,Ohio,Columbus,4,1,OH
2015-11-24,South Carolina,Conway,0,4,SC
2015-11-27,California,Sacramento,2,2,CA
2015-11-27,Colorado,Colorado Springs,3,9,CO
2015-11-29,Illinois,Kankakee,0,5,IL
2015-12-02,Georgia,Savannah,1,3,GA
2015-12-02,California,San Bernardino,16,19,CA
2015-12-06,Nebraska,Omaha,2,3,NE
2015-12-06,Louisiana,Raceland,1,3,LA
2015-12-08,Ohio,Cincinnati (Fairmount),1,3,OH
2015-12-11,Pennsylvania,Pittsburgh (Mount Oliver),0,4,PA
2015-12-11,Maryland,Baltimore,1,3,MD
2015-12-12,Illinois,Lovejoy (Brooklyn),1,3,IL
2015-12-12,Georgia,Savannah,0,4,GA
2015-12-13,California,Huntington Beach,0,4,CA
2015-12-13,California,Los Angeles,1,3,CA
2015-12-19,Florida,Miami (Goulds),1,4,FL
2015-12-20,Florida,North Miami Beach,0,4,FL
2015-12-20,North Carolina,Wilmington,1,4,NC
2015-12-21,California,San Leandro,0,4,CA
2015-12-25,Alabama,Mobile,0,4,AL
2015-12-25,Florida,Jacksonville,0,4,FL
2015-12-26,Pennsylvania,Philadelphia,0,4,PA
2015-12-27,Tennessee,Jackson,0,4,TN
2015-12-31,Louisiana,New Orleans,0,6,LA
2016-01-06,Florida,Lakeland,3,1,FL
2016-01-07,Tennessee,Memphis,1,3,TN
2016-01-08,Illinois,Chicago,1,4,IL
2016-01-08,District of Columbia,Washington,0,4,DC
2016-01-11,Delaware,Wilmington,1,4,DE
2016-01-17,Virginia,Ware Neck (Gloucester Courthouse),1,3,VA
2016-01-23,California,Los Angeles,2,2,CA
2016-01-25,California,Perris,1,4,CA
2016-01-26,Washington,Seattle,2,3,WA
2016-01-27,Virginia,Chesapeake,6,0,VA
2016-01-30,Arizona,Glendale,3,5,AZ
2016-02-03,District of Columbia,Washington,0,4,DC
2016-02-06,Florida,Tampa,2,6,FL
2016-02-06,Florida,Apopka,0,4,FL
2016-02-06,California,Los Angeles,1,3,CA
2016-02-07,Illinois,Chicago (Englewood),0,4,IL
2016-02-07,New York,Rochester,1,7,NY
2016-02-07,Florida,Orlando,2,10,FL
2016-02-07,Mississippi,Pass Christian,2,4,MS
2016-02-13,Louisiana,Marrero,0,4,LA
2016-02-14,Alabama,Eutaw (Union),0,5,AL
2016-02-14,Texas,Houston,1,3,TX
2016-02-19,Missouri,Edgerton,4,0,MO
2016-02-19,California,Vallejo,1,3,CA
2016-02-20,Mississippi,Iuka,2,3,MS
2016-02-20,Florida,Orlando,0,4,FL
2016-02-20,Alabama,Bessemer,1,3,AL
2016-02-20,Michigan,Kalamazoo,6,2,MI
2016-02-20,Florida,Tampa,1,3,FL
2016-02-21,Missouri,Hazelwood,1,3,MO
2016-02-21,Texas,Houston,0,5,TX
2016-02-23,Florida,Daytona Beach,0,4,FL
2016-02-23,Arizona,Glendale,5,0,AZ
2016-02-25,Kansas,Hesston,4,14,KS
2016-02-26,Washington,Belfair,5,0,WA
2016-02-27,Virginia,Woodbridge (Lake Ridge),2,2,VA
2016-02-28,California,Riverside (Jurupa Valley),1,3,CA
2016-02-28,Michigan,Detroit,0,5,MI
2016-03-04,Ohio,Columbus,1,3,OH
2016-03-05,Kansas,Wichita,0,4,KS
2016-03-06,Georgia,Roswell,0,4,GA
2016-03-06,Massachusetts,Chelsea,1,6,MA
2016-03-06,California,Compton,1,8,CA
2016-03-07,Kansas,Kansas City,5,0,KS
2016-03-07,Louisiana,Lafayette,0,4,LA
2016-03-08,Texas,San Antonio,2,3,TX
2016-03-09,Pennsylvania,Pittsburgh (Wilkinsburg),6,2,PA
2016-03-11,New Jersey,Trenton,0,5,NJ
2016-03-11,Michigan,Detroit,2,2,MI
2016-03-12,California,Oakland,0,4,CA
2016-03-12,Oregon,Portland,0,4,OR
2016-03-13,Florida,Fort Myers,0,4,FL
2016-03-15,Georgia,Atlanta,0,5,GA
2016-03-19,Alabama,Wetumpka,2,2,AL
2016-03-19,Florida,Plantation,1,4,FL
2016-03-21,Illinois,Chicago,0,4,IL
2016-03-25,Colorado,Denver,0,4,CO
2016-03-25,Illinois,Chicago,0,4,IL
2016-03-31,Illinois,Chicago (Englewood),0,4,IL
2016-04-07,Illinois,Chicago,0,4,IL
2016-04-09,Tennessee,Memphis,0,4,TN
2016-04-09,New Mexico,Albuquerque,0,4,NM
2016-04-09,Alabama,Anniston,0,4,AL
2016-04-10,California,Los Angeles,0,4,CA
2016-04-10,Wisconsin,Milwaukee,1,3,WI
2016-04-16,Alabama,Enterprise,0,4,AL
2016-04-16,Florida,Orlando,2,4,FL
2016-04-16,Michigan,Detroit,1,4,MI
2016-04-17,Texas,Edinburg,1,6,TX
2016-04-17,South Carolina,Pelzer,1,3,SC
2016-04-17,Pennsylvania,Philadelphia,3,1,PA
2016-04-18,California,Long Beach,1,3,CA
2016-04-19,Illinois,Chicago,1,3,IL
2016-04-19,Alabama,Blountsville,1,4,AL
2016-04-19,Illinois,Chicago,1,4,IL
2016-04-21,Maryland,Baltimore,0,4,MD
2016-04-22,Georgia,Appling,6,0,GA
2016-04-22,Ohio,Piketon,8,0,OH
2016-04-23,Nevada,Las Vegas,1,3,NV
2016-04-23,Alabama,Auburn,3,1,AL
2016-04-23,Kansas,Topeka,1,4,KS
2016-04-23,New York,New York (Manhattan),0,4,NY
2016-04-24,Illinois,Chicago (Englewood),2,3,IL
2016-04-24,Virginia,Halifax,0,5,VA
2016-04-24,Colorado,Denver,0,4,CO
2016-04-25,Florida,Miami,0,5,FL
2016-04-25,Tennessee,Nashville,0,4,TN
2016-04-26,Maryland,District Heights (Forestville),1,4,MD
2016-04-27,Mississippi,Kilmichael,3,1,MS
2016-04-27,Louisiana,Baton Rouge,2,2,LA
2016-04-29,Missouri,Saint Louis (Ferguson),0,4,MO
2016-04-29,California,Oakland,0,5,CA
2016-05-01,Tennessee,Murfreesboro,0,5,TN
2016-05-04,Minnesota,Minneapolis,1,7,MN
2016-05-05,Florida,Miami,1,3,FL
2016-05-05,Louisiana,Shreveport,2,6,LA
2016-05-06,Maryland,Bethesda,3,3,MD
2016-05-06,Alabama,Montgomery,1,3,AL
2016-05-06,Michigan,Detroit,1,4,MI
2016-05-08,Texas,Austin,1,3,TX
2016-05-11,Illinois,Chicago,0,5,IL
2016-05-11,Alabama,Birmingham,1,4,AL
2016-05-14,West Virginia,Charleston,1,3,WV
2016-05-14,Georgia,Atlanta,0,5,GA
2016-05-15,Indiana,Evansville,0,4,IN
2016-05-15,Georgia,Moultrie,5,0,GA
2016-05-17,South Carolina,Ravenel,3,1,SC
2016-05-18,Indiana,Indianapolis,0,4,IN
2016-05-21,Georgia,Jackson,1,3,GA
2016-05-22,Tennessee,Nashville,0,4,TN
2016-05-22,California,Stockton,1,3,CA
2016-05-22,Louisiana,New Orleans,0,4,LA
2016-05-23,New Jersey,Newark,0,5,NJ
2016-05-29,Nevada,Las Vegas,0,4,NV
2016-05-29,Texas,Houston,2,6,TX
2016-05-29,Indiana,Indianapolis,0,4,IN
2016-05-29,New Jersey,Trenton,0,6,NJ
2016-05-30,California,Sacramento,0,5,CA
2016-05-30,Maryland,Baltimore,0,5,MD
2016-05-31,Indiana,Fort Wayne,0,4,IN
2016-05-31,Illinois,Chicago,0,4,IL
2016-06-04,Colorado,Denver,3,1,CO
2016-06-05,Minnesota,Minneapolis,0,4,MN
2016-06-05,Arizona,Phoenix,2,4,AZ
2016-06-05,New York,Brooklyn,0,4,NY
2016-06-05,Florida,Cape Coral,3,3,FL
2016-06-06,California,Visalia,0,4,CA
2016-06-08,Massachusetts,Boston,1,3,MA
2016-06-08,District of Columbia,Washington,0,4,DC
2016-06-09,Florida,Fort Walton Beach,0,4,FL
2016-06-11,California,Panorama City,3,2,CA
2016-06-11,California,Stockton,1,3,CA
2016-06-11,North Carolina,Charlotte,1,3,NC
2016-06-11,Minnesota,Webster,0,4,MN
2016-06-11,New Mexico,Roswell,5,0,NM
2016-06-12,Florida,Orlando,50,53,FL
2016-06-13,New York,Brooklyn,0,5,NY
2016-06-13,California,Fresno,0,4,CA
2016-06-13,Illinois,Chicago,0,5,IL
2016-06-14,Delaware,Wilmington,0,4,DE
2016-06-14,California,Oakland,1,3,CA
2016-06-18,Illinois,Chicago,0,4,IL
2016-06-18,Georgia,Waycross,2,2,GA
2016-06-18,Virginia,Exmore,1,3,VA
2016-06-19,Virginia,Roanoke,0,4,VA
2016-06-21,Kentucky,Louisville,2,2,KY
2016-06-21,New Jersey,Willingboro,0,4,NJ
2016-06-22,Georgia,Stone Mountain,1,3,GA
2016-06-22,Illinois,Chicago,0,4,IL
2016-06-22,Washington,Olympia,3,1,WA
2016-06-24,Maryland,District Heights,3,2,MD
2016-06-24,Connecticut,Hartford,0,5,CT
2016-06-24,Kansas,Kansas City,0,4,KS
2016-06-25,Illinois,Chicago,0,4,IL
2016-06-25,Virginia,Norfolk,0,4,VA
2016-06-25,Texas,Fort Worth,2,5,TX
2016-06-26,South Carolina,Bennettsville,0,4,SC
2016-06-26,North Carolina,Charlotte,0,5,NC
2016-06-26,Texas,Houston,1,3,TX
2016-06-26,Texas,Corpus Christi,0,4,TX
2016-06-26,Georgia,Atlanta,1,4,GA
2016-06-27,Oregon,Woodburn,3,1,OR
2016-06-28,Illinois,Chicago,0,4,IL
2016-06-28,California,Los Angeles,1,3,CA
2016-06-29,Nevada,Las Vegas,5,0,NV
2016-06-30,Illinois,Chicago,1,4,IL
2016-07-03,Tennessee,Chattanooga,0,4,TN
2016-07-03,Louisiana,Monroe,2,3,LA
2016-07-04,Pennsylvania,Pittsburgh,0,4,PA
2016-07-04,Texas,Houston,3,2,TX
2016-07-04,Ohio,Cleveland,0,4,OH
2016-07-04,Illinois,Chicago (Englewood),0,4,IL
2016-07-04,New York,Brooklyn,0,7,NY
2016-07-04,Arizona,Phoenix,2,6,AZ
2016-07-05,California,Los Angeles,0,4,CA
2016-07-07,Tennessee,Bristol,1,4,TN
2016-07-07,Texas,Dallas,5,9,TX
2016-07-07,Louisiana,Baton Rouge,0,4,LA
2016-07-11,District of Columbia,Washington,0,4,DC
2016-07-11,Michigan,Saint Joseph,3,2,MI
2016-07-11,Michigan,Jackson,0,4,MI
2016-07-11,Maryland,Baltimore,0,5,MD
2016-07-13,Georgia,Warner Robins,0,5,GA
2016-07-13,Missouri,Saint Louis,2,2,MO
2016-07-14,California,Oakland,0,4,CA
2016-07-14,Texas,Crosby,3,1,TX
2016-07-14,Ohio,Akron,1,3,OH
2016-07-15,Washington,Woodland,3,1,WA
2016-07-16,Tennessee,Clarksville,0,6,TN
2016-07-16,California,San Bernardino,0,4,CA
2016-07-16,California,Bakersfield,1,14,CA
2016-07-16,Texas,Dallas,0,5,TX
2016-07-16,Ohio,Cleveland,0,5,OH
2016-07-17,Louisiana,Baton Rouge,4,3,LA
2016-07-17,Michigan,Detroit,0,4,MI
2016-07-17,Texas,Houston,1,3,TX
2016-07-19,Arkansas,West Memphis,0,4,AR
2016-07-20,California,Fresno,0,4,CA
2016-07-21,Illinois,Chicago,0,5,IL
2016-07-22,Illinois,Kankakee,0,5,IL
2016-07-23,Texas,Bastrop,4,1,TX
2016-07-23,New York,Brooklyn,0,4,NY
2016-07-23,South Carolina,North Charleston,0,4,SC
2016-07-23,Ohio,Cincinnati,2,2,OH
2016-07-24,Ohio,Hamilton,1,7,OH
2016-07-25,Florida,Fort Myers,2,19,FL
2016-07-28,Illinois,Chicago,2,2,IL
2016-07-28,Maryland,Baltimore,0,4,MD
2016-07-28,New York,Elmira,0,5,NY
2016-07-29,Georgia,Athens,0,7,GA
2016-07-30,Washington,Mukilteo,3,1,WA
2016-07-30,Missouri,Saint Louis,0,5,MO
2016-07-30,Georgia,Townsend (Eulonia),0,5,GA
2016-07-31,Florida,Miami,3,1,FL
2016-07-31,Texas,Austin,1,4,TX
2016-08-01,Indiana,Evansville,0,4,IN
2016-08-02,Florida,Hollywood (West Park),0,4,FL
2016-08-03,Georgia,Decatur,1,3,GA
2016-08-04,Tennessee,Memphis,0,4,TN
2016-08-05,California,Perris,2,2,CA
2016-08-05,Michigan,Pontiac,1,3,MI
2016-08-06,Pennsylvania,Reading (Sinking Spring),5,0,PA
2016-08-07,California,Los Angeles,1,3,CA
2016-08-07,Illinois,Chicago,0,4,IL
2016-08-07,Mississippi,Vicksburg,1,3,MS
2016-08-07,Colorado,Arvada,2,2,CO
2016-08-08,New Mexico,Albuquerque,2,2,NM
2016-08-08,Florida,Jacksonville,0,7,FL
2016-08-10,California,Sacramento,1,3,CA
2016-08-10,Illinois,Evanston,0,4,IL
2016-08-11,Pennsylvania,Philadelphia,0,4,PA
2016-08-12,Texas,Dallas,1,3,TX
2016-08-12,Florida,Jacksonville,1,3,FL
2016-08-13,California,Los Angeles,0,4,CA
2016-08-13,Wisconsin,Milwaukee,2,2,WI
2016-08-13,Missouri,Joplin,0,4,MO
2016-08-13,New York,Richmond Hill,0,4,NY
2016-08-14,Virginia,Norfolk,0,4,VA
2016-08-14,Minnesota,Minneapolis,0,5,MN
2016-08-17,California,Oakland,0,4,CA
2016-08-18,Connecticut,Waterbury,0,4,CT
2016-08-20,Alabama,Citronelle,5,0,AL
2016-08-20,Washington,Tacoma,0,5,WA
2016-08-20,Connecticut,Hamden,0,4,CT
2016-08-21,Connecticut,Bridgeport,0,13,CT
2016-08-21,Massachusetts,Boston,0,4,MA
2016-08-25,New Jersey,Bridgeton,0,5,NJ
2016-08-27,Alabama,Bessemer (Brighton),1,6,AL
2016-08-27,Florida,Miami,2,4,FL
2016-08-28,Alabama,Dadeville,0,5,AL
2016-08-28,Missouri,Saint Louis,2,2,MO
2016-08-28,New York,Bronx,0,4,NY
2016-08-28,Texas,Lubbock,0,6,TX
2016-08-29,New Jersey,Egg Harbor City,1,5,NJ
2016-08-30,Illinois,Chicago (Englewood),0,4,IL
2016-08-30,Georgia,Atlanta,0,4,GA
2016-09-03,North Carolina,Wilmington,1,3,NC
2016-09-03,Illinois,Chicago,0,4,IL
2016-09-04,Virginia,Roanoke,1,10,VA
2016-09-05,Illinois,Chicago,2,3,IL
2016-09-05,Pennsylvania,Reading,0,4,PA
2016-09-08,Arkansas,Hot Springs National Park (Hot Springs),1,4,AR
2016-09-08,Texas,Del Valle,4,0,TX
2016-09-10,Florida,Miami,1,3,FL
2016-09-11,Michigan,Saginaw,0,5,MI
2016-09-11,Louisiana,New Orleans,1,5,LA
2016-09-11,Indiana,Fort Wayne,3,1,IN
2016-09-11,New Jersey,Jersey City,1,3,NJ
2016-09-11,North Carolina,New Bern,0,5,NC
2016-09-11,Missouri,Kansas City,0,6,MO
2016-09-13,Indiana,Fort Wayne,3,2,IN
2016-09-14,Texas,Humble,1,3,TX
2016-09-16,Pennsylvania,Philadelphia,2,5,PA
2016-09-16,California,Los Angeles (Hollywood),2,2,CA
2016-09-17,District of Columbia,Washington,2,7,DC
2016-09-17,Indiana,Indianapolis,2,2,IN
2016-09-17,Florida,Orlando,1,6,FL
2016-09-17,Florida,Miami,0,6,FL
2016-09-18,Pennsylvania,Philadelphia,0,4,PA
2016-09-18,Virginia,Lynchburg,1,3,VA
2016-09-18,Pennsylvania,Pittsburgh,0,4,PA
2016-09-23,Washington,Burlington,5,0,WA
2016-09-24,Maryland,Baltimore,0,8,MD
2016-09-25,Illinois,Champaign,1,3,IL
2016-09-26,Texas,Houston,1,6,TX
2016-09-26,Texas,Humble,0,4,TX
2016-09-26,North Carolina,Winston Salem (Winston-salem),0,4,NC
2016-09-29,California,San Francisco,1,3,CA
2016-10-01,California,Fresno,0,4,CA
2016-10-01,Illinois,Pembroke Township,4,0,IL
2016-10-02,Texas,San Antonio,1,4,TX
2016-10-03,Minnesota,Minneapolis,0,4,MN
2016-10-04,Louisiana,New Orleans,3,2,LA
2016-10-08,New York,Brooklyn,0,4,NY
2016-10-09,California,Sacramento,1,3,CA
2016-10-09,Michigan,Grand Rapids,1,8,MI
2016-10-13,Illinois,Chicago,0,4,IL
2016-10-14,Illinois,Chicago,1,6,IL
2016-10-15,California,Los Angeles,4,11,CA
2016-10-15,Illinois,Rockford,1,5,IL
2016-10-15,Alabama,Mobile,0,5,AL
2016-10-17,Illinois,Chicago (Englewood),1,4,IL
2016-10-18,California,San Francisco,0,4,CA
2016-10-22,California,Oakland,0,7,CA
2016-10-23,Oklahoma,Wellston,1,5,OK
2016-10-25,Ohio,Dayton,1,3,OH
2016-10-25,Virginia,Roanoke,2,3,VA
2016-10-27,Georgia,Jackson,4,0,GA
2016-10-28,Florida,Miami Gardens,0,4,FL
2016-10-28,Mississippi,Jackson,0,6,MS
2016-10-29,California,Riverside,0,4,CA
2016-10-29,Ohio,Dayton,1,3,OH
2016-10-29,California,Los Angeles,0,5,CA
2016-10-30,Ohio,Toledo,0,4,OH
2016-10-30,Maryland,Capitol Heights,3,3,MD
2016-10-30,New York,Newburgh,2,5,NY
2016-10-30,Texas,San Antonio,0,5,TX
2016-10-30,New York,New York (Manhattan),0,4,NY
2016-10-31,Louisiana,Shreveport,0,4,LA
2016-11-01,Tennessee,Memphis,1,5,TN
2016-11-02,Arkansas,Little Rock,1,4,AR
2016-11-03,New Jersey,Orange,2,2,NJ
2016-11-03,Illinois,Chicago,2,2,IL
2016-11-04,Pennsylvania,Philadelphia,0,4,PA
2016-11-05,Texas,San Antonio,0,4,TX
2016-11-05,South Carolina,Myrtle Beach,0,5,SC
2016-11-05,California,Oakland,0,8,CA
2016-11-05,Illinois,Chicago,0,5,IL
2016-11-05,Florida,Fort Lauderdale (Lauderhill),1,3,FL
2016-11-09,Tennessee,Memphis,0,4,TN
2016-11-09,Illinois,Chicago,1,3,IL
2016-11-09,Washington,Seattle,0,5,WA
2016-11-10,Texas,Houston,1,3,TX
2016-11-11,Texas,Houston,0,4,TX
2016-11-12,California,Sacramento,1,5,CA
2016-11-12,Connecticut,Bridgeport,0,5,CT
2016-11-12,Missouri,Kansas City,1,3,MO
2016-11-13,Florida,Orlando,0,4,FL
2016-11-13,California,San Diego,3,2,CA
2016-11-13,Texas,San Antonio,0,4,TX
2016-11-13,Florida,Jacksonville,3,2,FL
2016-11-17,Tennessee,Dyersburg,1,7,TN
2016-11-18,Illinois,Chicago,0,4,IL
2016-11-22,Florida,Clewiston,1,4,FL
2016-11-23,Mississippi,Olive Branch,0,4,MS
2016-11-24,Kentucky,Louisville,2,4,KY
2016-11-24,New York,Albany,1,3,NY
2016-11-25,Louisiana,New Orleans,0,4,LA
2016-11-26,Illinois,Chicago,1,5,IL
2016-11-27,Missouri,Kansas City,0,7,MO
2016-11-27,Louisiana,New Orleans,1,9,LA
2016-11-28,California,San Pedro,0,4,CA
2016-11-28,California,Wilmington,0,4,CA
2016-11-28,Texas,Mission (Palmview),1,3,TX
2016-11-30,Maryland,Baltimore,2,4,MD
2016-12-01,California,Clearlake Oaks,1,3,CA
2016-12-02,New Jersey,Bloomfield,0,6,NJ
2016-12-03,California,Los Angeles,0,6,CA
2016-12-05,New Mexico,Albuquerque,4,1,NM
2016-12-09,California,Fresno,0,4,CA
2016-12-09,Texas,Channelview,4,0,TX
2016-12-11,North Carolina,Rocky Mount,0,4,NC
2016-12-11,Maryland,Baltimore,0,5,MD
2016-12-11,Florida,Orlando (Pine Hills),1,4,FL
2016-12-11,New York,Brooklyn,0,4,NY
2016-12-12,California,Sacramento,1,3,CA
2016-12-16,Illinois,Chicago,0,4,IL
2016-12-16,Illinois,Chicago,2,2,IL
2016-12-17,North Carolina,Charlotte,0,4,NC
2016-12-17,Illinois,Chicago (Roseland),5,0,IL
2016-12-23,Illinois,Chicago,0,4,IL
2016-12-23,Alabama,Birmingham,1,3,AL
2016-12-24,North Carolina,Wilson,4,0,NC
2016-12-24,North Carolina,Madison,0,7,NC
2016-12-25,Illinois,Chicago,3,4,IL
2016-12-25,Alabama,Ozark,0,4,AL
2016-12-25,New York,Mount Vernon,1,5,NY
2016-12-28,Georgia,Columbus,1,4,GA
2016-12-30,Connecticut,Wallingford,2,3,CT
2016-12-30,Ohio,Mansfield,0,5,OH
2016-12-31,Texas,Houston,1,3,TX
2016-12-31,Georgia,Lenox (El Dorado),2,2,GA
2017-01-01,Mississippi,Winstonville,0,5,MS
2017-01-01,Texas,Dallas,1,3,TX
2017-01-01,Florida,Miami,0,7,FL
2017-01-03,Texas,Allen,0,4,TX
2017-01-04,California,Fontana,3,1,CA
2017-01-06,Florida,Fort Lauderdale,5,6,FL
2017-01-06,California,Pasadena,2,2,CA
2017-01-07,Michigan,Flint,1,3,MI
2017-01-11,Illinois,Chicago,1,3,IL
2017-01-11,New Jersey,Newark,1,3,NJ
2017-01-12,Missouri,Kansas City,3,2,MO
2017-01-12,California,Salinas,2,2,CA
2017-01-15,Colorado,Capulin,3,1,CO
2017-01-15,Mississippi,Magnolia,1,4,MS
2017-01-16,Florida,Miami,0,8,FL
2017-01-16,Texas,Houston,0,4,TX
2017-01-20,California,Fresno,0,4,CA
2017-01-20,Mississippi,Como,1,4,MS
2017-01-21,Florida,Boynton Beach,0,5,FL
2017-01-21,Tennessee,Memphis,2,2,TN
2017-01-21,Georgia,Jonesboro,0,6,GA
2017-01-22,Georgia,Atlanta,3,1,GA
2017-01-22,Texas,Manvel,3,2,TX
2017-01-22,Illinois,Chicago (Englewood),0,4,IL
2017-01-25,Illinois,Chicago,0,6,IL
2017-01-26,Georgia,Albany,2,3,GA
2017-01-27,Tennessee,Brownsville,0,10,TN
2017-01-27,Washington,Bremerton,4,0,WA
2017-01-29,Louisiana,Shreveport,1,4,LA
2017-01-30,Minnesota,Minneapolis (Crystal),0,4,MN
2017-01-31,District of Columbia,Washington,0,4,DC
2017-01-31,Tennessee,Memphis,0,4,TN
2017-02-06,Mississippi,Yazoo City,4,0,MS
2017-02-07,South Carolina,Columbia,0,4,SC
2017-02-07,Arkansas,Little Rock,1,4,AR
2017-02-08,Ohio,Cleveland,1,4,OH
2017-02-09,Mississippi,Jackson,4,0,MS
2017-02-10,Louisiana,New Orleans,1,5,LA
2017-02-11,Tennessee,Savannah,0,4,TN
2017-02-11,Illinois,Chicago,1,3,IL
2017-02-12,Florida,Greenville,0,5,FL
2017-02-12,New York,Newburgh,1,3,NY
2017-02-12,Missouri,Caruthersville,1,6,MO
2017-02-15,California,Salinas,0,4,CA
2017-02-15,Illinois,Chicago,3,2,IL
2017-02-18,Pennsylvania,Philadelphia,0,4,PA
2017-02-18,Indiana,South Bend,1,3,IN
2017-02-19,Virginia,Norfolk,1,3,VA
2017-02-20,Ohio,Cleveland,0,5,OH
2017-02-21,Ohio,Cleveland,0,4,OH
2017-02-21,Mississippi,Toomsuba,4,0,MS
2017-02-22,New York,Rochester,0,4,NY
2017-02-25,Florida,Jacksonville,1,4,FL
2017-02-25,Ohio,Warren,2,3,OH
2017-02-26,Indiana,Gary,1,4,IN
2017-02-27,Virginia,Newport News,0,4,VA
2017-02-28,Ohio,Cincinnati,0,6,OH
2017-03-03,California,Riverside,0,5,CA
2017-03-03,Pennsylvania,Philadelphia,0,4,PA
2017-03-04,Kansas,Topeka,1,4,KS
2017-03-04,California,Sacramento,0,4,CA
2017-03-05,Georgia,Columbus,0,4,GA
2017-03-07,Illinois,Chicago,0,4,IL
2017-03-10,Louisiana,New Orleans (Gentilly),3,1,LA
2017-03-10,Illinois,Chicago,2,2,IL
2017-03-15,Louisiana,Metairie,3,1,LA
2017-03-18,Michigan,Detroit,3,2,MI
2017-03-19,Kentucky,Louisville,1,5,KY
2017-03-22,Wisconsin,Rothschild,5,0,WI
2017-03-24,California,Fresno,1,4,CA
2017-03-24,Missouri,Saint Louis,1,6,MO
2017-03-25,Tennessee,Knoxville,1,4,TN
2017-03-25,Michigan,Detroit,1,3,MI
2017-03-25,Ohio,Cleveland,2,2,OH
2017-03-26,Ohio,Cincinnati,2,15,OH
2017-03-26,Texas,Houston,2,4,TX
2017-03-26,Ohio,Cleveland,2,2,OH
2017-03-27,Florida,Sanford,2,4,FL
2017-03-30,Illinois,Chicago,4,0,IL
2017-04-01,California,Pittsburg,0,5,CA
2017-04-01,Oklahoma,Oklahoma City,2,3,OK
2017-04-01,Florida,Tampa,1,4,FL
2017-04-02,Illinois,Chicago,2,4,IL
2017-04-02,Iowa,Des Moines,0,5,IA
2017-04-03,Texas,Lubbock,0,7,TX
2017-04-03,Pennsylvania,Philadelphia,3,1,PA
2017-04-06,Louisiana,Lake Charles,1,3,LA
2017-04-07,Minnesota,Saint Paul,4,1,MN
2017-04-07,Illinois,Chicago,1,5,IL
2017-04-07,North Carolina,Hickory,3,1,NC
2017-04-07,Texas,Houston,5,0,TX
2017-04-09,Texas,San Antonio,1,3,TX
2017-04-09,Indiana,Fort Wayne,1,3,IN
2017-04-13,Georgia,Atlanta,1,3,GA
2017-04-15,Pennsylvania,Philadelphia,0,4,PA
2017-04-15,Indiana,Indianapolis,0,4,IN
2017-04-15,Alabama,Birmingham,0,6,AL
2017-04-15,Illinois,Rock Falls,0,4,IL
2017-04-15,California,Banning,0,4,CA
2017-04-15,Illinois,Harvey,0,4,IL
2017-04-16,California,Vallejo,0,4,CA
2017-04-16,North Carolina,Elizabeth City,0,4,NC
2017-04-16,Ohio,Columbus,0,9,OH
2017-04-20,Kentucky,Louisville,0,4,KY
2017-04-21,Florida,Palm Bay,2,2,FL
2017-04-26,Florida,Miami,0,4,FL
2017-04-27,New Jersey,Newark,1,3,NJ
2017-04-28,Pennsylvania,Chester,0,4,PA
2017-04-29,California,Los Angeles (Boyle Heights),1,3,CA
2017-04-29,California,Sacramento,0,5,CA
2017-04-29,Maryland,Germantown,1,3,MD
2017-04-29,California,Whittier,1,5,CA
2017-04-29,Virginia,Virginia Beach,0,4,VA
2017-04-29,California,Compton,0,4,CA
2017-04-30,South Carolina,Loris,1,5,SC
2017-04-30,Florida,Jacksonville,0,5,FL
2017-04-30,Kansas,Topeka,4,1,KS
2017-04-30,California,San Diego,2,6,CA
2017-05-01,Texas,Dallas,2,3,TX
2017-05-02,Florida,Jacksonville,1,3,FL
2017-05-04,Michigan,Flint,1,3,MI
2017-05-07,Illinois,Chicago,2,8,IL
2017-05-09,Kansas,Kansas City,3,1,KS
2017-05-10,New Jersey,Trenton,1,3,NJ
2017-05-14,Arkansas,Jonesboro,1,6,AR
2017-05-14,Illinois,Dolton,0,5,IL
2017-05-14,Texas,Fort Worth,0,4,TX
2017-05-14,Florida,Avon Park,0,5,FL
2017-05-16,South Carolina,Ruffin,3,1,SC
2017-05-20,Pennsylvania,Philadelphia,0,10,PA
2017-05-21,Arizona,Mesa,0,4,AZ
2017-05-21,Iowa,Des Moines,1,3,IA
2017-05-26,Florida,Miami,0,4,FL
2017-05-27,New York,New York (Manhattan),0,4,NY
2017-05-27,District of Columbia,Washington,1,7,DC
2017-05-27,Mississippi,Bogue Chitto,8,1,MS
